time,UID,tmp_temp,keller_temp,pressure,mag_x,mag_y,mag_z,imu_x,imu_y,imu_z,tilt_x,tilt_y,tilt_z,tilt_pitch,tilt_roll,ec,wurst_voltage,logger_voltage,logger_pressure,logger_temp,channel_number
2024-11-13 17:55:44,cf240004,-0.125,-146.25,15.02197265625,101,221,65327,-1008.7890625,77.880859375,-26.123046875,-54,96,-993,-3.1,5.5,659,3465,3107,1146831316,-7.040512561798096,2
2024-11-13 17:45:41,cf240007,-0.046875,-147.2,-15.0,474,250,65503,-999.755859375,107.666015625,3.90625,-151,132,-978,-8.700000000000001,7.6000000000000005,1236,3464,3104,1146829896,-7.095419883728027,2
2024-11-13 17:33:58,cf240008,-0.015625,-144.8,-15.0,368,65484,65302,-989.2578125,-144.04296875,-31.25,-28,-85,-995,-1.6,-4.800000000000001,1446,3467,3096,1146831191,-7.081435680389404,2
2024-11-13 16:50:33,cf240002,-0.0703125,-144.65,9.71832275390625,209,80,45,-1003.41796875,-26.611328125,34.1796875,24,-21,-998,1.3,-1.2000000000000002,813,3467,3105,1146827428,-6.997338771820068,2
2024-11-13 16:55:35,cf240004,-0.1171875,-144.65,15.02197265625,108,211,65336,-1007.8125,73.2421875,-27.34375,-54,96,-993,-3.1,5.5,658,3467,3118,1146828457,-7.017048358917236,2
2024-11-13 16:45:31,cf240007,-0.0546875,-144.8,-15.0,469,245,65498,-1004.39453125,109.375,0.48828125,-152,132,-978,-8.700000000000001,7.6000000000000005,1235,3467,3103,1146825362,-6.984514236450195,2
2024-11-13 16:33:49,cf240008,-0.015625,-148.8,-15.0,357,65487,65308,-985.3515625,-149.169921875,-23.4375,-28,-85,-995,-1.6,-4.800000000000001,1447,3462,3108,1146828396,-6.93499755859375,2
2024-11-13 15:50:23,cf240002,-0.0703125,-144.65,9.7174072265625,214,85,52,-1007.080078125,-27.34375,33.69140625,23,-21,-998,1.3,-1.1,813,3467,3146,1146828818,-6.812565803527832,2
2024-11-13 15:55:25,cf240004,-0.1171875,-146.25,15.02105712890625,105,218,65331,-1009.765625,76.66015625,-30.2734375,-54,96,-993,-3.1,5.5,658,3465,3131,1146828365,-6.830434799194336,2
2024-11-13 15:45:22,cf240007,-0.0546875,-143.2,-15.0,475,246,65494,-1005.859375,104.248046875,3.90625,-152,132,-978,-8.700000000000001,7.6000000000000005,1239,3469,3056,1146826972,-6.785624980926514,2
